,checklist_id,global_unique_identifier,last_edited_date,taxonomic_order,category,taxon_concept_id,common_name,scientific_name,exotic_code,observation_count,breeding_code,breeding_category,behavior_code,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,species_comments
1,G10179262,URN:CornellLabOfOrnithology:EBIRD:OBS1717496182,50:06.1,33101,species,avibase-C86D078E,Red-winged Blackbird,Agelaius phoeniceus,NA,5,NA,NA,NA,NA,United States,US,New York,US-NY,New York,US-NY-061,US-NY_2793,30,NA,NA,Central Park,L191106,H,40.7715482,-73.9724819,5/8/2018,6:09:00,"obsr3376633,obsr425215,obsr108884","S136896836,S137169599,S45464830",Traveling,P22,EBIRD,180,4.828,NA,2,TRUE,G10179262,FALSE,TRUE,FALSE,NA,NA,NA
